sentence_1,sentence_2,label,source
ප්ලාස්ටික් භාවිතය අවම කිරීමෙන් පරිසර හානිය වළක්වා ගත හැක,ප්ලාස්ටික් භාවිතය අවම කිරීමෙන් පරිසර හානිය වළක්වා ගත හැක,1.0,existing
ශ්‍රී ලංකාවේ ඉතිහාසය දිගු කාලයකට පැතිරී ඇත,ශ්‍රී ලංකාවේ ඉතිහාසය දිගු වේලාවකට පැතිරී ඇත,0.88,paraphrase
අනුරාධපුරය පැරණි රජදහනක් ලෙස හැඳින්වේ,අනුරාධපුරය පැරණි රජදහනක් ලෙස හැඳින්වේ,1.0,identity
ක්‍රීඩාව නිරෝගී දිවියකට මෙන්ම මානසික සහනයටද වැදගත් වේ,කය වෙහෙසා කරන සෙල්ලම් මගින් ශාරීරික සුවය මෙන්ම මානසික සතුටද ලැබේ,0.8,existing
ආර්ථික වර්ධනය ජන ජීවන මට්ටම ඉහළ නැංවීමට උපකාරී වේ,රටේ ආර්ථිකය දියුණු වීමෙන් මිනිසුන්ගේ ජීවන තත්ත්වය උසස් වේ,0.7,existing
පුනර්ජනනීය බලශක්තිය භාවිතය මගින් විදුලි අර්බුදයට විසඳුම් සෙවිය හැක,අනුරාධපුරය පැරණි රජදහනක් ලෙස හැඳින්වේ,0.04,unrelated
මහනුවර නගරය කඳුකර ප්‍රදේශයේ පිහිටා ඇත,නිසි වේලාවට ආහාර ගැනීම ලෙඩ රෝගවලින් ආරක්ෂා වීමට මගකි,0.0,existing
පොත් කියවීම දැනුම ලබා ගැනීමට ඇති හොඳම මාර්ගයයි,කෘතිම බුද්ධිය අනාගත ලෝකයේ ප්‍රධාන තාක්ෂණයකි,0.0,existing
දේශීය කර්මාන්ත නගා සිටුවීමෙන් රටේ නිෂ්පාදන ධාරිතාව ඉහළ යයි,ඔලිම්පික් උළෙල ලොව විශාලතම ක්‍රීඩා උත්සවය ලෙස සැලකේ,0.0,existing
මානව හිමිකම් සුරැකීම ශිෂ්ට සම්පන්න සමාජයක ලක්ෂණයකි,මිනිස් අයිතිවාසිකම්වලට ගරු කිරීම උසස් සමාජයක මූලික ගුණයකි,0.7,existing
පොත් කියවීම දැනුම ලබා ගැනීමට ඇති හොඳම මාර්ගයයි,කෘති කියවීමෙන් පුද්ගලයෙකුට තම බුද්ධිය වර්ධනය කර ගත හැක,0.6,existing
"නමුත් උපතේ සිට ඹහු ඇස, කණ, දිව, නාසය, සම යන ඉන්ද්‍රීන් මගින් භාහිර ලෝකය ග්‍රහණය කරගනී",අතීතයෙන් උරුම වූ නැටුම් කලාව අපේ රටේ වැදගත් සංස්කෘතික සම්පතකි,0.07,unrelated
තාක්ෂණික දියුණුව වැඩිවීම නිසා වැඩ කාර්යක්ෂමතාව ඉහළ යයි,රට තුළ පවතින කර්මාන්ත දියුණු කිරීමෙන් නිෂ්පාදන ප්‍රමාණය වැඩි කර ගත හැකිය,0.29,unrelated
අද දවසේ අහසේ වලාකුළු නොමැති අතර එය ඉතාමත් නිරවුල්ව පෙනේ,සිංහල බසින් පවතින ව්‍යාපෘතිවල සිංහල මුල් පිටුව වෙතද අනෙකුත් ව්‍යාපෘතිවල ඉංග්‍රීසි මුල් පිටුව වෙතද සබැඳි පහත දැක්වේ,0.24,unrelated
අධික වර්ෂාව පවතින සමයේ ඩෙංගු උණ වැළඳීමේ ප්‍රවණතාව ඉහළ යයි,අධික වර්ෂාව පවතින සමයේ ඩෙංගු උණ වැළඳීමේ ප්‍රවණතාව ඉහළ යයි,1.0,identity
ඛනිජ තෙල් භාවිතය සීමා කිරීම පරිසර දූෂණය අවම කිරීමට හේතු වේ,ඛනිජ තෙල් භාවිතය සීමා කිරීම පරිසර දූෂණය අවම කිරීමට හේතු වේ,1.0,identity
සොෆ්ට්වෙයාර් යොදාගෙන අසීරු ගණනය කිරීම් ඉතා පහසුවෙන් නිම කළ හැක,සොෆ්ට්වෙයාර් යොදාගෙන අසීරු ගණනය කිරීම් ඉතා පහසුවෙන් නිම කළ හැක,1.0,identity
එය ලොව 123 වැනි විශාලතම රට වන අතරවිශාලතම දූපත්අතරින් 25 වන ස්ථානයෙ සිටියි,එය ලොව 123 වැනි මහාතම රට වන අතරවිශාලතම දූපත්අතරින් 25 වන ස්ථානයෙ සිටියි,0.88,paraphrase
කෘතිම බුද්ධිය අනාගත ලෝකයේ ප්‍රධාන තාක්ෂණයකි,ශ්‍රී ලංකාවේ පිහිටීම ප්‍රධාන මුහුදු මාර්ගවල පිහිටීම හේතුවෙන් බටහිර ආසියාව සහ අග්නිදිග ආසියාව අතර උපායමාර්ගික නාවික සම්බන්ධකයක් ලෙස එය පුරාණ කාලයේ සිටම භාවිතය ගැණුනි,0.13,unrelated
ජාතික උරුමයන් සුරැකීම පුරවැසියන්ගේ වගකීමක් ලෙස සැලකේ,කාලයට කෑම බීම ගැනීමෙන් රෝග වැළඳීම වැළැක්විය හැක,0.3,unrelated
මහජන ප්‍රවාහන සේවා අතර දුම්රිය ගමනාගමනයට වැඩි ඉල්ලුමක් පවතී,අතීතයෙන් උරුම වූ නැටුම් කලාව අපේ රටේ වැදගත් සංස්කෘතික සම්පතකි,0.18,unrelated
විවිධ ග්‍රන්ථ කියවීමෙන් පුද්ගලයාගේ බුද්ධි මට්ටම වර්ධනය කර ගත හැක,විශ්වයේ රහස් සොයා ගැනීම සඳහා සිදුකරන ගවේෂණ මගින් අලුත් දත්ත රාශියක් ලැබේ,0.19,unrelated
පොත් කියවීම දැනුම ලබා ගැනීමට ඇති හොඳම මාර්ගයයි,සොෆ්ට්වෙයාර් යොදාගෙන අසීරු ගණනය කිරීම් ඉතා පහසුවෙන් නිම කළ හැක,0.2,unrelated
